Year,Gebietseinheit,sex,AGS,GeoCode,Value
2001,Lüneburg,,355,K0355,6964.0
2001,Lüneburg,maennlich,355,K0355,3608.0
2001,Lüneburg,weiblich,355,K0355,3356.0
2002,Lüneburg,,355,K0355,7203.0
2002,Lüneburg,maennlich,355,K0355,3653.0
2002,Lüneburg,weiblich,355,K0355,3550.0
2003,Lüneburg,,355,K0355,7231.0
2003,Lüneburg,maennlich,355,K0355,3598.0
2003,Lüneburg,weiblich,355,K0355,3633.0
2004,Lüneburg,,355,K0355,6995.0
2004,Lüneburg,maennlich,355,K0355,3400.0
2004,Lüneburg,weiblich,355,K0355,3595.0
2005,Lüneburg,,355,K0355,6903.0
2005,Lüneburg,maennlich,355,K0355,3339.0
2005,Lüneburg,weiblich,355,K0355,3564.0
2006,Lüneburg,,355,K0355,6746.0
2006,Lüneburg,maennlich,355,K0355,3251.0
2006,Lüneburg,weiblich,355,K0355,3495.0
2007,Lüneburg,,355,K0355,6556.0
2007,Lüneburg,maennlich,355,K0355,3136.0
2007,Lüneburg,weiblich,355,K0355,3420.0
2008,Lüneburg,,355,K0355,6390.0
2008,Lüneburg,maennlich,355,K0355,3063.0
2008,Lüneburg,weiblich,355,K0355,3327.0
2009,Lüneburg,,355,K0355,6394.0
2009,Lüneburg,maennlich,355,K0355,3077.0
2009,Lüneburg,weiblich,355,K0355,3317.0
2010,Lüneburg,,355,K0355,6385.0
2010,Lüneburg,maennlich,355,K0355,3074.0
2010,Lüneburg,weiblich,355,K0355,3311.0
2011,Lüneburg,,355,K0355,6645.0
2011,Lüneburg,maennlich,355,K0355,3248.0
2011,Lüneburg,weiblich,355,K0355,3397.0
2012,Lüneburg,,355,K0355,6993.0
2012,Lüneburg,maennlich,355,K0355,3469.0
2012,Lüneburg,weiblich,355,K0355,3524.0
2013,Lüneburg,,355,K0355,7514.0
2013,Lüneburg,maennlich,355,K0355,3763.0
2013,Lüneburg,weiblich,355,K0355,3751.0
2014,Lüneburg,,355,K0355,8364.0
2014,Lüneburg,maennlich,355,K0355,4284.0
2014,Lüneburg,weiblich,355,K0355,4080.0
2015,Lüneburg,,355,K0355,9418.0
2015,Lüneburg,maennlich,355,K0355,5037.0
2015,Lüneburg,weiblich,355,K0355,4381.0
2016,Lüneburg,,355,K0355,11800.0
2016,Lüneburg,maennlich,355,K0355,6570.0
2016,Lüneburg,weiblich,355,K0355,5230.0
2017,Lüneburg,,355,K0355,12105.0
2017,Lüneburg,maennlich,355,K0355,6660.0
2017,Lüneburg,weiblich,355,K0355,5440.0
2018,Lüneburg,,355,K0355,12760.0
2018,Lüneburg,maennlich,355,K0355,7010.0
2018,Lüneburg,weiblich,355,K0355,5745.0
1978,Osterholz,,356,K0356,986.0
1978,Osterholz,maennlich,356,K0356,521.0
1978,Osterholz,weiblich,356,K0356,465.0
1979,Osterholz,,356,K0356,1056.0
1979,Osterholz,maennlich,356,K0356,565.0
1979,Osterholz,weiblich,356,K0356,491.0
1980,Osterholz,,356,K0356,1186.0
1980,Osterholz,maennlich,356,K0356,647.0
1980,Osterholz,weiblich,356,K0356,539.0
1981,Osterholz,,356,K0356,1337.0
1981,Osterholz,maennlich,356,K0356,770.0
1981,Osterholz,weiblich,356,K0356,567.0
1982,Osterholz,,356,K0356,1379.0
1982,Osterholz,maennlich,356,K0356,790.0
1982,Osterholz,weiblich,356,K0356,589.0
1983,Osterholz,,356,K0356,1404.0
1983,Osterholz,maennlich,356,K0356,781.0
1983,Osterholz,weiblich,356,K0356,623.0
1984,Osterholz,,356,K0356,1380.0
1984,Osterholz,maennlich,356,K0356,751.0
1984,Osterholz,weiblich,356,K0356,629.0
1985,Osterholz,,356,K0356,1410.0
1985,Osterholz,maennlich,356,K0356,792.0
1985,Osterholz,weiblich,356,K0356,618.0
1986,Osterholz,,356,K0356,1564.0
1986,Osterholz,maennlich,356,K0356,882.0
1986,Osterholz,weiblich,356,K0356,682.0
1987,Osterholz,,356,K0356,1615.0
1987,Osterholz,maennlich,356,K0356,897.0
1987,Osterholz,weiblich,356,K0356,718.0
1990,Osterholz,,356,K0356,2221.0
1990,Osterholz,maennlich,356,K0356,1230.0
1990,Osterholz,weiblich,356,K0356,991.0
1991,Osterholz,,356,K0356,2510.0
1991,Osterholz,maennlich,356,K0356,1379.0
1991,Osterholz,weiblich,356,K0356,1131.0
1992,Osterholz,,356,K0356,3329.0
1992,Osterholz,maennlich,356,K0356,1887.0
1992,Osterholz,weiblich,356,K0356,1442.0
1993,Osterholz,,356,K0356,3551.0
1993,Osterholz,maennlich,356,K0356,1952.0
1993,Osterholz,weiblich,356,K0356,1599.0
1994,Osterholz,,356,K0356,3655.0
1994,Osterholz,maennlich,356,K0356,2009.0
1994,Osterholz,weiblich,356,K0356,1646.0
1995,Osterholz,,356,K0356,3914.0
1995,Osterholz,maennlich,356,K0356,2155.0
1995,Osterholz,weiblich,356,K0356,1759.0
1996,Osterholz,,356,K0356,4007.0
1996,Osterholz,maennlich,356,K0356,2135.0
1996,Osterholz,weiblich,356,K0356,1872.0
1997,Osterholz,,356,K0356,3983.0
1997,Osterholz,maennlich,356,K0356,2104.0
1997,Osterholz,weiblich,356,K0356,1879.0
1998,Osterholz,,356,K0356,4036.0
1998,Osterholz,maennlich,356,K0356,2125.0
1998,Osterholz,weiblich,356,K0356,1911.0
1999,Osterholz,,356,K0356,4127.0
1999,Osterholz,maennlich,356,K0356,2139.0
1999,Osterholz,weiblich,356,K0356,1988.0
2000,Osterholz,,356,K0356,4236.0
2000,Osterholz,maennlich,356,K0356,2162.0
2000,Osterholz,weiblich,356,K0356,2074.0
2001,Osterholz,,356,K0356,4268.0
2001,Osterholz,maennlich,356,K0356,2162.0
2001,Osterholz,weiblich,356,K0356,2106.0
2002,Osterholz,,356,K0356,4244.0
2002,Osterholz,maennlich,356,K0356,2061.0
2002,Osterholz,weiblich,356,K0356,2183.0
2003,Osterholz,,356,K0356,4167.0
2003,Osterholz,maennlich,356,K0356,2005.0
2003,Osterholz,weiblich,356,K0356,2162.0
2004,Osterholz,,356,K0356,4045.0
2004,Osterholz,maennlich,356,K0356,1959.0
2004,Osterholz,weiblich,356,K0356,2086.0
2005,Osterholz,,356,K0356,3984.0
2005,Osterholz,maennlich,356,K0356,1903.0
2005,Osterholz,weiblich,356,K0356,2081.0
2006,Osterholz,,356,K0356,3951.0
2006,Osterholz,maennlich,356,K0356,1891.0
2006,Osterholz,weiblich,356,K0356,2060.0
2007,Osterholz,,356,K0356,3915.0
2007,Osterholz,maennlich,356,K0356,1875.0
2007,Osterholz,weiblich,356,K0356,2040.0
2008,Osterholz,,356,K0356,3854.0
2008,Osterholz,maennlich,356,K0356,1827.0
2008,Osterholz,weiblich,356,K0356,2027.0
2009,Osterholz,,356,K0356,3793.0
2009,Osterholz,maennlich,356,K0356,1794.0
2009,Osterholz,weiblich,356,K0356,1999.0
2010,Osterholz,,356,K0356,3766.0
2010,Osterholz,maennlich,356,K0356,1745.0
2010,Osterholz,weiblich,356,K0356,2021.0
2011,Osterholz,,356,K0356,3961.0
2011,Osterholz,maennlich,356,K0356,1871.0
2011,Osterholz,weiblich,356,K0356,2090.0
2012,Osterholz,,356,K0356,4181.0
2012,Osterholz,maennlich,356,K0356,2045.0
2012,Osterholz,weiblich,356,K0356,2136.0
2013,Osterholz,,356,K0356,4489.0
2013,Osterholz,maennlich,356,K0356,2233.0
2013,Osterholz,weiblich,356,K0356,2256.0
2014,Osterholz,,356,K0356,5090.0
2014,Osterholz,maennlich,356,K0356,2573.0
2014,Osterholz,weiblich,356,K0356,2517.0
2015,Osterholz,,356,K0356,6083.0
2015,Osterholz,maennlich,356,K0356,3122.0
2015,Osterholz,weiblich,356,K0356,2961.0
2016,Osterholz,,356,K0356,6210.0
2016,Osterholz,maennlich,356,K0356,3230.0
2016,Osterholz,weiblich,356,K0356,2980.0
2017,Osterholz,,356,K0356,6360.0
2017,Osterholz,maennlich,356,K0356,3305.0
2017,Osterholz,weiblich,356,K0356,3055.0
2018,Osterholz,,356,K0356,6560.0
2018,Osterholz,maennlich,356,K0356,3395.0
2018,Osterholz,weiblich,356,K0356,3165.0
1978,Rotenburg (Wümme),,357,K0357,1487.0
1978,Rotenburg (Wümme),maennlich,357,K0357,938.0
1978,Rotenburg (Wümme),weiblich,357,K0357,549.0
1979,Rotenburg (Wümme),,357,K0357,1684.0
1979,Rotenburg (Wümme),maennlich,357,K0357,1044.0
1979,Rotenburg (Wümme),weiblich,357,K0357,640.0
1980,Rotenburg (Wümme),,357,K0357,2011.0
1980,Rotenburg (Wümme),maennlich,357,K0357,1250.0
1980,Rotenburg (Wümme),weiblich,357,K0357,761.0
1981,Rotenburg (Wümme),,357,K0357,2152.0
1981,Rotenburg (Wümme),maennlich,357,K0357,1334.0
1981,Rotenburg (Wümme),weiblich,357,K0357,818.0
1982,Rotenburg (Wümme),,357,K0357,2267.0
1982,Rotenburg (Wümme),maennlich,357,K0357,1396.0
1982,Rotenburg (Wümme),weiblich,357,K0357,871.0
1983,Rotenburg (Wümme),,357,K0357,2190.0
1983,Rotenburg (Wümme),maennlich,357,K0357,1318.0
1983,Rotenburg (Wümme),weiblich,357,K0357,872.0
1984,Rotenburg (Wümme),,357,K0357,2168.0
1984,Rotenburg (Wümme),maennlich,357,K0357,1302.0
1984,Rotenburg (Wümme),weiblich,357,K0357,866.0
1985,Rotenburg (Wümme),,357,K0357,2276.0
1985,Rotenburg (Wümme),maennlich,357,K0357,1376.0
1985,Rotenburg (Wümme),weiblich,357,K0357,900.0
1986,Rotenburg (Wümme),,357,K0357,2428.0
1986,Rotenburg (Wümme),maennlich,357,K0357,1479.0
1986,Rotenburg (Wümme),weiblich,357,K0357,949.0
1987,Rotenburg (Wümme),,357,K0357,2475.0
1987,Rotenburg (Wümme),maennlich,357,K0357,1479.0
1987,Rotenburg (Wümme),weiblich,357,K0357,996.0
1990,Rotenburg (Wümme),,357,K0357,3364.0
1990,Rotenburg (Wümme),maennlich,357,K0357,1950.0
1990,Rotenburg (Wümme),weiblich,357,K0357,1414.0
1991,Rotenburg (Wümme),,357,K0357,3747.0
1991,Rotenburg (Wümme),maennlich,357,K0357,2192.0
1991,Rotenburg (Wümme),weiblich,357,K0357,1555.0
1992,Rotenburg (Wümme),,357,K0357,4850.0
1992,Rotenburg (Wümme),maennlich,357,K0357,2828.0
1992,Rotenburg (Wümme),weiblich,357,K0357,2022.0
1993,Rotenburg (Wümme),,357,K0357,4770.0
1993,Rotenburg (Wümme),maennlich,357,K0357,2701.0
1993,Rotenburg (Wümme),weiblich,357,K0357,2069.0
1994,Rotenburg (Wümme),,357,K0357,4897.0
1994,Rotenburg (Wümme),maennlich,357,K0357,2768.0
1994,Rotenburg (Wümme),weiblich,357,K0357,2129.0
1995,Rotenburg (Wümme),,357,K0357,5531.0
1995,Rotenburg (Wümme),maennlich,357,K0357,3165.0
1995,Rotenburg (Wümme),weiblich,357,K0357,2366.0
1996,Rotenburg (Wümme),,357,K0357,5691.0
1996,Rotenburg (Wümme),maennlich,357,K0357,3211.0
1996,Rotenburg (Wümme),weiblich,357,K0357,2480.0
1997,Rotenburg (Wümme),,357,K0357,5825.0
1997,Rotenburg (Wümme),maennlich,357,K0357,3251.0
1997,Rotenburg (Wümme),weiblich,357,K0357,2574.0
1998,Rotenburg (Wümme),,357,K0357,5936.0
1998,Rotenburg (Wümme),maennlich,357,K0357,3317.0
1998,Rotenburg (Wümme),weiblich,357,K0357,2619.0
1999,Rotenburg (Wümme),,357,K0357,6295.0
1999,Rotenburg (Wümme),maennlich,357,K0357,3502.0
1999,Rotenburg (Wümme),weiblich,357,K0357,2793.0
2000,Rotenburg (Wümme),,357,K0357,6519.0
2000,Rotenburg (Wümme),maennlich,357,K0357,3596.0
2000,Rotenburg (Wümme),weiblich,357,K0357,2923.0
2001,Rotenburg (Wümme),,357,K0357,6606.0
2001,Rotenburg (Wümme),maennlich,357,K0357,3585.0
2001,Rotenburg (Wümme),weiblich,357,K0357,3021.0
2002,Rotenburg (Wümme),,357,K0357,6527.0
2002,Rotenburg (Wümme),maennlich,357,K0357,3520.0
2002,Rotenburg (Wümme),weiblich,357,K0357,3007.0
2003,Rotenburg (Wümme),,357,K0357,6581.0
2003,Rotenburg (Wümme),maennlich,357,K0357,3539.0
2003,Rotenburg (Wümme),weiblich,357,K0357,3042.0
2004,Rotenburg (Wümme),,357,K0357,6608.0
2004,Rotenburg (Wümme),maennlich,357,K0357,3496.0
2004,Rotenburg (Wümme),weiblich,357,K0357,3112.0
2005,Rotenburg (Wümme),,357,K0357,6581.0
2005,Rotenburg (Wümme),maennlich,357,K0357,3470.0
2005,Rotenburg (Wümme),weiblich,357,K0357,3111.0
2006,Rotenburg (Wümme),,357,K0357,6516.0
2006,Rotenburg (Wümme),maennlich,357,K0357,3451.0
2006,Rotenburg (Wümme),weiblich,357,K0357,3065.0
2007,Rotenburg (Wümme),,357,K0357,6495.0
2007,Rotenburg (Wümme),maennlich,357,K0357,3411.0
2007,Rotenburg (Wümme),weiblich,357,K0357,3084.0
2008,Rotenburg (Wümme),,357,K0357,6402.0
2008,Rotenburg (Wümme),maennlich,357,K0357,3368.0
2008,Rotenburg (Wümme),weiblich,357,K0357,3034.0
2009,Rotenburg (Wümme),,357,K0357,6292.0
2009,Rotenburg (Wümme),maennlich,357,K0357,3332.0
2009,Rotenburg (Wümme),weiblich,357,K0357,2960.0
2010,Rotenburg (Wümme),,357,K0357,6172.0
2010,Rotenburg (Wümme),maennlich,357,K0357,3230.0
2010,Rotenburg (Wümme),weiblich,357,K0357,2942.0
2011,Rotenburg (Wümme),,357,K0357,6347.0
2011,Rotenburg (Wümme),maennlich,357,K0357,3342.0
2011,Rotenburg (Wümme),weiblich,357,K0357,3005.0
2012,Rotenburg (Wümme),,357,K0357,6657.0
2012,Rotenburg (Wümme),maennlich,357,K0357,3570.0
2012,Rotenburg (Wümme),weiblich,357,K0357,3087.0
2013,Rotenburg (Wümme),,357,K0357,7204.0
2013,Rotenburg (Wümme),maennlich,357,K0357,3903.0
2013,Rotenburg (Wümme),weiblich,357,K0357,3301.0
2014,Rotenburg (Wümme),,357,K0357,7962.0
2014,Rotenburg (Wümme),maennlich,357,K0357,4411.0
2014,Rotenburg (Wümme),weiblich,357,K0357,3551.0
2015,Rotenburg (Wümme),,357,K0357,9727.0
2015,Rotenburg (Wümme),maennlich,357,K0357,5611.0
2015,Rotenburg (Wümme),weiblich,357,K0357,4116.0
2016,Rotenburg (Wümme),,357,K0357,10720.0
2016,Rotenburg (Wümme),maennlich,357,K0357,6245.0
2016,Rotenburg (Wümme),weiblich,357,K0357,4480.0
2017,Rotenburg (Wümme),,357,K0357,10845.0
2017,Rotenburg (Wümme),maennlich,357,K0357,6210.0
2017,Rotenburg (Wümme),weiblich,357,K0357,4635.0
2018,Rotenburg (Wümme),,357,K0357,11145.0
2018,Rotenburg (Wümme),maennlich,357,K0357,6270.0
2018,Rotenburg (Wümme),weiblich,357,K0357,4875.0
1978,Heidekreis,,358,K0358,2916.0
1978,Heidekreis,maennlich,358,K0358,1785.0
1978,Heidekreis,weiblich,358,K0358,1131.0
1979,Heidekreis,,358,K0358,2954.0
1979,Heidekreis,maennlich,358,K0358,1815.0
1979,Heidekreis,weiblich,358,K0358,1139.0
1980,Heidekreis,,358,K0358,3078.0
1980,Heidekreis,maennlich,358,K0358,1883.0
1980,Heidekreis,weiblich,358,K0358,1195.0
1981,Heidekreis,,358,K0358,3213.0
1981,Heidekreis,maennlich,358,K0358,1978.0
1981,Heidekreis,weiblich,358,K0358,1235.0
1982,Heidekreis,,358,K0358,3492.0
1982,Heidekreis,maennlich,358,K0358,2164.0
1982,Heidekreis,weiblich,358,K0358,1328.0
1983,Heidekreis,,358,K0358,3358.0
1983,Heidekreis,maennlich,358,K0358,2058.0
1983,Heidekreis,weiblich,358,K0358,1300.0
1984,Heidekreis,,358,K0358,3282.0
1984,Heidekreis,maennlich,358,K0358,1993.0
1984,Heidekreis,weiblich,358,K0358,1289.0
1985,Heidekreis,,358,K0358,3252.0
1985,Heidekreis,maennlich,358,K0358,1970.0
1985,Heidekreis,weiblich,358,K0358,1282.0
1986,Heidekreis,,358,K0358,3354.0
1986,Heidekreis,maennlich,358,K0358,2032.0
1986,Heidekreis,weiblich,358,K0358,1322.0
1987,Heidekreis,,358,K0358,3332.0
1987,Heidekreis,maennlich,358,K0358,1997.0
1987,Heidekreis,weiblich,358,K0358,1335.0
1990,Heidekreis,,358,K0358,3901.0
1990,Heidekreis,maennlich,358,K0358,2313.0
1990,Heidekreis,weiblich,358,K0358,1588.0
1991,Heidekreis,,358,K0358,4451.0
1991,Heidekreis,maennlich,358,K0358,2597.0
1991,Heidekreis,weiblich,358,K0358,1854.0
1992,Heidekreis,,358,K0358,5046.0
1992,Heidekreis,maennlich,358,K0358,2945.0
1992,Heidekreis,weiblich,358,K0358,2101.0
1993,Heidekreis,,358,K0358,5570.0
1993,Heidekreis,maennlich,358,K0358,3220.0
1993,Heidekreis,weiblich,358,K0358,2350.0
1994,Heidekreis,,358,K0358,5900.0
1994,Heidekreis,maennlich,358,K0358,3370.0
1994,Heidekreis,weiblich,358,K0358,2530.0
1995,Heidekreis,,358,K0358,6270.0
1995,Heidekreis,maennlich,358,K0358,3539.0
1995,Heidekreis,weiblich,358,K0358,2731.0
1996,Heidekreis,,358,K0358,6469.0
1996,Heidekreis,maennlich,358,K0358,3625.0
1996,Heidekreis,weiblich,358,K0358,2844.0
1997,Heidekreis,,358,K0358,6607.0
1997,Heidekreis,maennlich,358,K0358,3645.0
1997,Heidekreis,weiblich,358,K0358,2962.0
1998,Heidekreis,,358,K0358,6581.0
1998,Heidekreis,maennlich,358,K0358,3590.0
1998,Heidekreis,weiblich,358,K0358,2991.0
1999,Heidekreis,,358,K0358,6605.0
1999,Heidekreis,maennlich,358,K0358,3544.0
1999,Heidekreis,weiblich,358,K0358,3061.0
2000,Heidekreis,,358,K0358,6513.0
2000,Heidekreis,maennlich,358,K0358,3490.0
2000,Heidekreis,weiblich,358,K0358,3023.0
2001,Heidekreis,,358,K0358,6445.0
2001,Heidekreis,maennlich,358,K0358,3441.0
2001,Heidekreis,weiblich,358,K0358,3004.0
2002,Heidekreis,,358,K0358,6362.0
2002,Heidekreis,maennlich,358,K0358,3366.0
2002,Heidekreis,weiblich,358,K0358,2996.0
2003,Heidekreis,,358,K0358,6267.0
2003,Heidekreis,maennlich,358,K0358,3275.0
2003,Heidekreis,weiblich,358,K0358,2992.0
2004,Heidekreis,,358,K0358,5961.0
2004,Heidekreis,maennlich,358,K0358,3045.0
2004,Heidekreis,weiblich,358,K0358,2916.0
2005,Heidekreis,,358,K0358,5949.0
2005,Heidekreis,maennlich,358,K0358,3041.0
2005,Heidekreis,weiblich,358,K0358,2908.0
2006,Heidekreis,,358,K0358,5987.0
2006,Heidekreis,maennlich,358,K0358,3043.0
2006,Heidekreis,weiblich,358,K0358,2944.0
2007,Heidekreis,,358,K0358,5929.0
2007,Heidekreis,maennlich,358,K0358,3017.0
2007,Heidekreis,weiblich,358,K0358,2912.0
2008,Heidekreis,,358,K0358,5739.0
2008,Heidekreis,maennlich,358,K0358,2910.0
2008,Heidekreis,weiblich,358,K0358,2829.0
2009,Heidekreis,,358,K0358,5804.0
2009,Heidekreis,maennlich,358,K0358,2953.0
2009,Heidekreis,weiblich,358,K0358,2851.0
2010,Heidekreis,,358,K0358,5915.0
2010,Heidekreis,maennlich,358,K0358,3028.0
2010,Heidekreis,weiblich,358,K0358,2887.0
2011,Heidekreis,,358,K0358,5996.0
2011,Heidekreis,maennlich,358,K0358,3049.0
2011,Heidekreis,weiblich,358,K0358,2947.0
2012,Heidekreis,,358,K0358,6350.0
2012,Heidekreis,maennlich,358,K0358,3319.0
2012,Heidekreis,weiblich,358,K0358,3031.0
2013,Heidekreis,,358,K0358,7260.0
2013,Heidekreis,maennlich,358,K0358,3869.0
2013,Heidekreis,weiblich,358,K0358,3391.0
2014,Heidekreis,,358,K0358,7825.0
2014,Heidekreis,maennlich,358,K0358,4206.0
2014,Heidekreis,weiblich,358,K0358,3619.0
2015,Heidekreis,,358,K0358,9386.0
2015,Heidekreis,maennlich,358,K0358,5132.0
2015,Heidekreis,weiblich,358,K0358,4254.0
2016,Heidekreis,,358,K0358,11140.0
2016,Heidekreis,maennlich,358,K0358,6250.0
2016,Heidekreis,weiblich,358,K0358,4890.0
2017,Heidekreis,,358,K0358,10920.0
2017,Heidekreis,maennlich,358,K0358,6045.0
2017,Heidekreis,weiblich,358,K0358,4880.0
2018,Heidekreis,,358,K0358,11545.0
2018,Heidekreis,maennlich,358,K0358,6385.0
2018,Heidekreis,weiblich,358,K0358,5160.0
1978,Stade,,359,K0359,3511.0
1978,Stade,maennlich,359,K0359,2194.0
1978,Stade,weiblich,359,K0359,1317.0
1979,Stade,,359,K0359,3864.0
1979,Stade,maennlich,359,K0359,2434.0
1979,Stade,weiblich,359,K0359,1430.0
1980,Stade,,359,K0359,4112.0
1980,Stade,maennlich,359,K0359,2530.0
1980,Stade,weiblich,359,K0359,1582.0
1981,Stade,,359,K0359,4533.0
1981,Stade,maennlich,359,K0359,2756.0
1981,Stade,weiblich,359,K0359,1777.0
1982,Stade,,359,K0359,4628.0
1982,Stade,maennlich,359,K0359,2808.0
1982,Stade,weiblich,359,K0359,1820.0
1983,Stade,,359,K0359,4535.0
1983,Stade,maennlich,359,K0359,2692.0
1983,Stade,weiblich,359,K0359,1843.0
1984,Stade,,359,K0359,4372.0
1984,Stade,maennlich,359,K0359,2582.0
1984,Stade,weiblich,359,K0359,1790.0
1985,Stade,,359,K0359,4399.0
1985,Stade,maennlich,359,K0359,2602.0
1985,Stade,weiblich,359,K0359,1797.0
1986,Stade,,359,K0359,4561.0
1986,Stade,maennlich,359,K0359,2685.0
1986,Stade,weiblich,359,K0359,1876.0
1987,Stade,,359,K0359,4720.0
1987,Stade,maennlich,359,K0359,2732.0
1987,Stade,weiblich,359,K0359,1988.0
1990,Stade,,359,K0359,6061.0
1990,Stade,maennlich,359,K0359,3596.0
1990,Stade,weiblich,359,K0359,2465.0
1991,Stade,,359,K0359,6717.0
1991,Stade,maennlich,359,K0359,4060.0
1991,Stade,weiblich,359,K0359,2657.0
1992,Stade,,359,K0359,7980.0
1992,Stade,maennlich,359,K0359,4881.0
1992,Stade,weiblich,359,K0359,3099.0
1993,Stade,,359,K0359,8471.0
1993,Stade,maennlich,359,K0359,5070.0
1993,Stade,weiblich,359,K0359,3401.0
1994,Stade,,359,K0359,8689.0
1994,Stade,maennlich,359,K0359,5038.0
1994,Stade,weiblich,359,K0359,3651.0
1995,Stade,,359,K0359,9298.0
1995,Stade,maennlich,359,K0359,5469.0
1995,Stade,weiblich,359,K0359,3829.0
1996,Stade,,359,K0359,9358.0
1996,Stade,maennlich,359,K0359,5395.0
1996,Stade,weiblich,359,K0359,3963.0
1997,Stade,,359,K0359,8940.0
1997,Stade,maennlich,359,K0359,5034.0
1997,Stade,weiblich,359,K0359,3906.0
1998,Stade,,359,K0359,8386.0
1998,Stade,maennlich,359,K0359,4673.0
1998,Stade,weiblich,359,K0359,3713.0
1999,Stade,,359,K0359,8255.0
1999,Stade,maennlich,359,K0359,4543.0
1999,Stade,weiblich,359,K0359,3712.0
2000,Stade,,359,K0359,7907.0
2000,Stade,maennlich,359,K0359,4275.0
2000,Stade,weiblich,359,K0359,3632.0
2001,Stade,,359,K0359,8106.0
2001,Stade,maennlich,359,K0359,4369.0
2001,Stade,weiblich,359,K0359,3737.0
2002,Stade,,359,K0359,8212.0
2002,Stade,maennlich,359,K0359,4386.0
2002,Stade,weiblich,359,K0359,3826.0
2003,Stade,,359,K0359,8218.0
2003,Stade,maennlich,359,K0359,4372.0
2003,Stade,weiblich,359,K0359,3846.0
2004,Stade,,359,K0359,8019.0
2004,Stade,maennlich,359,K0359,4192.0
2004,Stade,weiblich,359,K0359,3827.0
2005,Stade,,359,K0359,8004.0
2005,Stade,maennlich,359,K0359,4138.0
2005,Stade,weiblich,359,K0359,3866.0
2006,Stade,,359,K0359,7920.0
2006,Stade,maennlich,359,K0359,4087.0
2006,Stade,weiblich,359,K0359,3833.0
2007,Stade,,359,K0359,7999.0
2007,Stade,maennlich,359,K0359,4131.0
2007,Stade,weiblich,359,K0359,3868.0
2008,Stade,,359,K0359,8070.0
2008,Stade,maennlich,359,K0359,4206.0
2008,Stade,weiblich,359,K0359,3864.0
2009,Stade,,359,K0359,8139.0
2009,Stade,maennlich,359,K0359,4219.0
2009,Stade,weiblich,359,K0359,3920.0
2010,Stade,,359,K0359,8248.0
2010,Stade,maennlich,359,K0359,4325.0
2010,Stade,weiblich,359,K0359,3923.0
2011,Stade,,359,K0359,8854.0
2011,Stade,maennlich,359,K0359,4729.0
2011,Stade,weiblich,359,K0359,4125.0
2012,Stade,,359,K0359,9454.0
2012,Stade,maennlich,359,K0359,5153.0
2012,Stade,weiblich,359,K0359,4301.0
2013,Stade,,359,K0359,10570.0
2013,Stade,maennlich,359,K0359,5970.0
2013,Stade,weiblich,359,K0359,4600.0
2014,Stade,,359,K0359,11524.0
2014,Stade,maennlich,359,K0359,6493.0
2014,Stade,weiblich,359,K0359,5031.0
2015,Stade,,359,K0359,14684.0
2015,Stade,maennlich,359,K0359,8617.0
2015,Stade,weiblich,359,K0359,6067.0
2016,Stade,,359,K0359,16345.0
2016,Stade,maennlich,359,K0359,9505.0
2016,Stade,weiblich,359,K0359,6840.0
2017,Stade,,359,K0359,17280.0
2017,Stade,maennlich,359,K0359,9930.0
2017,Stade,weiblich,359,K0359,7350.0
2018,Stade,,359,K0359,18555.0
2018,Stade,maennlich,359,K0359,10605.0
2018,Stade,weiblich,359,K0359,7950.0
1978,Uelzen,,360,K0360,1073.0
1978,Uelzen,maennlich,360,K0360,593.0
1978,Uelzen,weiblich,360,K0360,480.0
1979,Uelzen,,360,K0360,1061.0
1979,Uelzen,maennlich,360,K0360,593.0
1979,Uelzen,weiblich,360,K0360,468.0
1980,Uelzen,,360,K0360,1099.0
1980,Uelzen,maennlich,360,K0360,617.0
1980,Uelzen,weiblich,360,K0360,482.0
1981,Uelzen,,360,K0360,1274.0
1981,Uelzen,maennlich,360,K0360,750.0
1981,Uelzen,weiblich,360,K0360,524.0
1982,Uelzen,,360,K0360,1289.0
1982,Uelzen,maennlich,360,K0360,730.0
1982,Uelzen,weiblich,360,K0360,559.0
1983,Uelzen,,360,K0360,1288.0
1983,Uelzen,maennlich,360,K0360,713.0
1983,Uelzen,weiblich,360,K0360,575.0
1984,Uelzen,,360,K0360,1214.0
1984,Uelzen,maennlich,360,K0360,653.0
1984,Uelzen,weiblich,360,K0360,561.0
1985,Uelzen,,360,K0360,1312.0
1985,Uelzen,maennlich,360,K0360,713.0
1985,Uelzen,weiblich,360,K0360,599.0
1986,Uelzen,,360,K0360,1410.0
1986,Uelzen,maennlich,360,K0360,761.0
1986,Uelzen,weiblich,360,K0360,649.0
1987,Uelzen,,360,K0360,1498.0
1987,Uelzen,maennlich,360,K0360,795.0
1987,Uelzen,weiblich,360,K0360,703.0
1990,Uelzen,,360,K0360,2093.0
1990,Uelzen,maennlich,360,K0360,1168.0
1990,Uelzen,weiblich,360,K0360,925.0
1991,Uelzen,,360,K0360,2366.0
1991,Uelzen,maennlich,360,K0360,1337.0
1991,Uelzen,weiblich,360,K0360,1029.0
1992,Uelzen,,360,K0360,2915.0
1992,Uelzen,maennlich,360,K0360,1665.0
1992,Uelzen,weiblich,360,K0360,1250.0
1993,Uelzen,,360,K0360,2969.0
1993,Uelzen,maennlich,360,K0360,1686.0
1993,Uelzen,weiblich,360,K0360,1283.0
1994,Uelzen,,360,K0360,3020.0
